Внешний код,Название,ID,Основной раздел,Источник данных
X188336,Бензопила ECHO CS-3700ES-16,167159,Бензопилы,Импорт 1С
X188348,Бензопила ECHO CS-270WES-12,167160,Бензопилы,Импорт 1С
X188345,Бензопила ECHO CS-260TES-10,167161,Бензопилы,Импорт 1С
X18898,Бензопила Oleo-Mac 941CX-16,167162,Бензопилы,Импорт 1С
X188347,Бензопила STIHL MS 181 14 Picco,167165,Бензопилы,Импорт 1С
X188330,Бензопила HUSQVARNA 435 9671554-45,167167,Бензопилы,Импорт 1С
77777X188181,Бензопила ECHO CS-310ES-14,167168,Бензопилы,Импорт 1С
X188220,Бензопила HUSQVARNA 365SP,167169,Бензопилы,Импорт 1С
X188255,"Бензопила STIHL  MS 230 C Ergostart 16"" Picco 1,3mm  11232000829",167174,Бензопилы,Импорт 1С
X188366,Бензопила STIHL MS 181 C Ergostart 14 Picco,167175,Бензопилы,Импорт 1С
X188383,Бензопила STIHL MS 211 C Ergostart 14 Picco,167177,Бензопилы,Импорт 1С
X188245,Бензопила STIHL MS 211 14 Picco,167178,Бензопилы,Импорт 1С
X188242,Бензопила PATRIOT 5220,167180,Бензопилы,Импорт 1С
Х145290,Электрическая цепная пила ИНТЕРСКОЛ ПЦ-16/2000ТН,167181,Электрические цепные пилы,Импорт 1С
Х145237,Цепная электрическая пила ИНТЕРСКОЛ ПЦ-16/2000Т,167182,Электрические цепные пилы,Импорт 1С
Х145360,Цепная электрическая пила PATRIOT ESP 1816,167183,Электрические цепные пилы,Импорт 1С
77777Х14534,Цепная электрическая пила PATRIOT ESP 1814,167184,Электрические цепные пилы,Импорт 1С
Х145332,"Пила электрическая цепная Master-Yard  2000E-16""",167185,Электрические цепные пилы,Импорт 1С
Х145281,Цепная электрическая пила PATRIOT ES 1816,167187,Электрические цепные пилы,Импорт 1С
Х145291,Цепная электрическая пила PATRIOT ES 2216,167188,Электрические цепные пилы,Импорт 1С
Х145280,Цепная электрическая пила PATRIOT ES 2016,167189,Электрические цепные пилы,Импорт 1С
Х145203,Цепная электрическая пила Makita UC4530A/05M,167192,Электрические цепные пилы,Импорт 1С
Х145264,Цепная электрическая пила PATRIOT ESP 2016,167194,Электрические цепные пилы,Импорт 1С
X19039526,Цепная электрическая пила BOSCH AKE 30 S,167198,Электрические цепные пилы,Импорт 1С
X190365,"Бур HITACHI 9006057, D=12"" (300 мм)",167199,Шнеки,Импорт 1С
X190419,Мотобур ECHO EA-410,167200,Мотобуры,Импорт 1С
X190363,Мотобур HITACHI DA200E(S),167201,Мотобуры,Импорт 1С
X190420,Шнек ECHO 99944900190 (200x863 мм),167202,Шнеки,Импорт 1С
X190491,Шнек ECHO 99944900170 (100x916 мм),167203,Шнеки,Импорт 1С
X190364,"Шнек HITACHI 9006055, D=10"" (250 мм)",167204,Шнеки,Импорт 1С
X190421,Шнек ECHO 99944900200 (250x863 мм),167205,Шнеки,Импорт 1С
X190367,Мотобур HITACHI DA300E,167206,Мотобуры,Импорт 1С
X186126174,Триммер бензиновый ECHO SRM-22GES,167239,Бензиновые триммеры,Импорт 1С
X186126107,Триммер бензиновый PATRIOT PT 3355,167240,Бензиновые триммеры,Импорт 1С
X186126168,Триммер бензиновый ECHO GT-22GES,167241,Бензиновые триммеры,Импорт 1С
X18604,Триммер бензиновый Oleo-Mac Sparta 25,167242,Бензиновые триммеры,Импорт 1С
X186126108,Триммер бензиновый PATRIOT PT 4355 Imperial,167243,Бензиновые триммеры,Импорт 1С
X18842,Триммер бензиновый STIHL FS 38,167244,Бензиновые триммеры,Импорт 1С
X186126195,Триммер бензиновый ECHO SRM-2305SI,167247,Бензиновые триммеры,Импорт 1С
X186126170,Триммер бензиновый ECHO SRM-330ES,167251,Бензиновые триммеры,Импорт 1С
X186126193,Триммер бензиновый ECHO SRM-350ES,167252,Бензиновые триммеры,Импорт 1С
X186126149,Триммер бензиновый HUSQVARNA 128 R,167253,Бензиновые триммеры,Импорт 1С
X186126141,Триммер бензиновый Oleo-Mac Sparta 25TR ECO,167254,Бензиновые триммеры,Импорт 1С
X186126219,Триммер бензиновый HUSQVARNA 122 С,167256,Бензиновые триммеры,Импорт 1С
X186126169,Триммер бензиновый ECHO SRM-2655SI,167257,Бензиновые триммеры,Импорт 1С
X186126114,Триммер бензиновый STIHL FS-130,167259,Бензиновые триммеры,Импорт 1С
X186126227,Триммер бензиновый STIHL FS 70,167262,Бензиновые триммеры,Импорт 1С
X186126194,Триммер бензиновый ECHO SRM-4605,167263,Бензиновые триммеры,Импорт 1С
X186126230,Триммер бензиновый STIHL FS 50,167265,Бензиновые триммеры,Импорт 1С
X186127112,Триммер электрический PATRIOT ЕLТ 1000,167280,Электрические триммеры,Импорт 1С
X186127115,Триммер электрический Oleo-Mac TR111E,167283,Электрические триммеры,Импорт 1С
X18612787,Триммер электрический Oleo-Mac TR92E,167284,Электрические триммеры,Импорт 1С
X186127138,Триммер электрический PATRIOT ЕLТ 1150 с ножом Акула,167285,Электрические триммеры,Импорт 1С
X18612794,Триммер электрический BOSCH ART 37,167286,Электрические триммеры,Импорт 1С
X18612762,Триммер электрический STIHL FSE 60,167287,Электрические триммеры,Импорт 1С
X18612763,Триммер электрический STIHL FSE 71,167288,Электрические триммеры,Импорт 1С
X186127121,Триммер электрический STIHL FSE 81,167290,Электрические триммеры,Импорт 1С
X19092216,Мотоблок ОКА МБ-1Д1М13,167314,Мотоблоки,Импорт 1С
X19092260,Мотоблок ОКА МБ-1Д1М9,167316,Мотоблоки,Импорт 1С
X19092215,Мотоблок УГРА НМБ-1Н9,167317,Мотоблоки,Импорт 1С
X1909231,Мотоблок УГРА НМБ-1Н10,167318,Мотоблоки,Импорт 1С
X19092154,Мотоблок ОКА МБ-1Д1(2)М10 00-00009231 (LIFAN 168F2-A),167321,Мотоблоки,Импорт 1С
X19092196,Культиватор PATRIOT TESLA 460302115,167322,Культиваторы электрические,Импорт 1С
Х103696,Мойка высокого давления Huter W105-G,167328,Мойки высокого давления,Импорт 1С
Х103707,Мойка высокого давления Huter M135-PW,167331,Мойки высокого давления,Импорт 1С
Х103682,Мойка высокого давления STIHL RE 98,167336,Мойки высокого давления,Импорт 1С
Х103708,Мойка высокого давления Huter M165-PW 70/8/7,167339,Мойки высокого давления,Импорт 1С
Х103698,Мойка высокого давления ИНТЕРСКОЛ АМ-100/1300,167340,Мойки высокого давления,Импорт 1С
X1323100,Мотопомпа Caiman SER-50EX-BAA,167347,Мотопомпы,Импорт 1С
